urls,names,bio,birth,death,place
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%8C%D1%88%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Меньшов, Владимир Валентинович",Премия «Золотой орёл» за лучшую мужскую роль второго плана (2014),17 сентября 1939(1939-09-17)[1],5 июля 2021(2021-07-05)[2] (81 год),СССР Россия
https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%84%D0%BE%D0%B4%D0%B8%D0%B9_(%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2),Мефодий (Петров),"Архимандрит Мефодий (в миру Ве́нко Пе́тров; 16 февраля 1961 (1961-02-16), село Баняне, Скопска-Црна-Гора, Македония, СФРЮ — 22 июля 2021, Санкт-Петербург, Россия) — священнослужитель Русской православной церкви, архимандрит.",Русская православная церковь,"16 февраля 1961(1961-02-16)село Баняне, Скопска-Црна-Гора, Македония, СФРЮ","22 июля 2021(2021-07-22) (60 лет)Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D0%B5%D1%80%D0%B8%D0%BD,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%98%D0%BB%D1%8C%D0%B8%D1%87","Микерин, Евгений Ильич","Евгений Ильич Микерин (3 января 1928, Ярославль — 15 июля 2021, Москва) — советский и российский учёный и промышленный деятель. Лауреат Ленинской премии и Государственной премии СССР.",3 января 1928(1928-01-03),15 июля 2021(2021-07-15) (93 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BA%D1%80%D0%B8%D0%BD,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Микрин, Евгений Анатольевич","Евге́ний Анато́льевич Ми́крин (15 октября 1955, Лебедянь, Липецкая область — 5 мая 2020[1], Москва) — советский и российский учёный в области механики и процессов управления космическими аппаратами, конструктор ракетно-космической техники. Академик РАН (2011), член Президиума РАН (2017). Генеральный конструктор пилотируемых программ РФ, генеральный конструктор ПАО РКК «Энергия» имени С. П. Королёва.",15 октября 1955(1955-10-15),5 мая 2020(2020-05-05) (64 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%BE%D0%B2,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Морозов, Игорь Алексеевич","Игорь Алексеевич Морозов (30 ноября 1955, Кинешма — 18 октября 2020[1], Москва) — советский и российский этнограф, фольклорист, специалист по истории и теории игры, социальному поведению, лингвистической антропологии. Кандидат филологических наук (1998), доктор исторических наук (2010), главный научный сотрудник Центра кросс-культурной психологии и этологии человека Института этнологии и антропологии РАН.",30 ноября 1955(1955-11-30),18 октября 2020(2020-10-18) (64 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D1%82%D0%B0%D1%84%D0%B8%D0%BD,_%D0%A3%D0%BB%D1%8C%D1%84%D0%B0%D1%82_%D0%9C%D0%B0%D0%BD%D1%81%D1%83%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Мустафин, Ульфат Мансурович","Ульфа́т Мансу́рович Муста́фин (башк. Мостафин Өлфәт Мансур улы; 4 мая 1959, Староихсаново, Башкирская АССР — 29 октября 2020, Москва) — российский государственный деятель, учёный. Кандидат технических наук. Глава администрации городского округа город Уфа с 29 октября 2018 по 29 октября 2020 года[1].",,Радмил Муслимов (и. о.)Сергей Греков,
"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D0%B0%D1%80%D1%80%D0%B8%D0%BD%D0%B0%D0%BB%D1%8C%D0%B4_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Немировский, Гарринальд Михайлович","Гарринальд Михайлович Немировский (12 октября 1935, Симферополь — 29 июля 2021, Крым) — советский, украинский и российский спортивный журналист. Судья международной и всесоюзной категории по лёгкой атлетике и велоспорту, участник Олимпийских игр, чемпионатов мира и Европы. Постоянный летописец и собиратель статистики футбольного клуба «Таврия». Заслуженный журналист Украины и Автономной Республики Крым.",,,
"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Никитин, Виктор Николаевич","Виктор Николаевич Никитин (15 ноября 1960, Москва — 30 сентября 2020, Воронеж) — русский писатель, драматург, редактор. Член Союза писателей России (2003)[1].",15 ноября 1960(1960-11-15),30 сентября 2020(2020-09-30) (59 лет),"Воронеж, Россия"
"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Никонов, Владимир Леонидович","Влади́мир Леонидович Ни́конов (28 ноября 1937, Москва — 25 августа 2020) — советский солист балета, балетный педагог. Заслуженный артист РСФСР (1968), народный артист РСФСР (1976)[1].",Владимир Леонидович Никонов,"Москва, СССР",25 августа 2020(2020-08-25) (82 года)
"https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Новицкий, Вячеслав Викторович","Вячесла́в Ви́кторович Нови́цкий (23 августа 1946 — 7 января 2021) — российский учёный-патофизиолог, специалист в области патофизиологии системы крови, онкофармакологии, биологии клетки. Ректор Сибирского государственного медицинского университета (1997—2014), зав. кафедрой патофизиологии СибГМУ, заслуженный деятель науки РФ, заслуженный работник культуры РФ. Почётный гражданин Томска. Академик РАМН (2005)[1], академик РАН (2014)[2].",1997,"Медведев, Михаил Андреевич","Кобякова, Ольга Сергеевна"
"https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D1%80%D0%BC%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2,_%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%BC%D0%B0%D0%BD%D0%B0%D0%BF_%D0%9C%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2%D0%B8%D1%87","Нурмагомедов, Абдулманап Магомедович","Абдулмана́п Магоме́дович Нурмагоме́дов (авар. ГӀабдулманап НурмухӀамадов; 10 декабря 1962, Сильди, Цумадинский район, Дагестанская АССР, СССР — 3 июля 2020, Москва, Россия) — советский и российский спортсмен, тренер, мастер спорта СССР по вольной борьбе. Заслуженный тренер России, старший тренер сборной команды республики Дагестан по боевому самбо. Чемпион Украины по дзюдо и самбо. Отец и тренер чемпиона UFC в легком весе Хабиба Нурмагомедова.",мужской,СССР→ Россия,10 декабря 1962(1962-12-10)
"https://ru.wikipedia.org/wiki/%D0%9E%D0%BD%D0%B4%D0%B0%D1%80,_%D0%A7%D1%8B%D0%BB%D0%B3%D1%8B%D1%87%D1%8B_%D0%A7%D0%B8%D0%BC%D0%B8%D1%82-%D0%94%D0%BE%D1%80%D0%B6%D1%83%D0%B5%D0%B2%D0%B8%D1%87","Ондар, Чылгычы Чимит-Доржуевич","Чылгычы Чимит-Доржуевич Ондар (16 ноября 1955 — 12 июня 2020[1]) — тувинский драматург, депутат Государственной думы третьего и четвёртого созывов.",16 ноября 1955(1955-11-16) или 1955,12 июня 2020(2020-06-12) или 2020,"Тыва, Россия"
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D0%B3%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87","Палагин, Сергей Вячеславович",Региональные награды:,26 марта 1968(1968-03-26),6 ноября 2020(2020-11-06) (52 года),"Краснодар, Россия"
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%85%D0%BE%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Пархоменко, Павел Павлович","Па́вел Па́влович Пархо́менко (9 февраля 1923, Нежин — 5 мая 2020[1]) — советский и российский учёный, специалист в области технической диагностики и теории дискретных устройств, доктор технических наук, профессор, член-корреспондент АН СССР (1984), основатель и заведующий (1964—1993) лаборатории технической диагностики и отказоустойчивости Института проблем управления РАН[2], главный научный сотрудник ИПУ РАН. Автор более 100 научных работ, изобретений, патентов, внедрений в области технической диагностики и методов анализа и синтеза дискретных устройств.",9 февраля 1923(1923-02-09),5 мая 2020(2020-05-05) (97 лет),СССР→ Россия
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%81%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87","Пасин, Владислав Сергеевич","прозаик, писатель,",6 июня 1929(1929-06-06),25 января 2021(2021-01-25) (91 год),"Брянск,  Россия"
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%83%D1%82%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Паутов, Анатолий Михайлович",,Анатолий Михайлович Паутов,Ленинград,29 августа 2020(2020-08-29) (76 лет)
"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%85%D0%BE%D0%BC%D0%BE%D0%B2,_%D0%90%D1%80%D1%82%D1%83%D1%80_%D0%98%D0%BD%D0%BD%D0%BE%D0%BA%D0%B5%D0%BD%D1%82%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Пахомов, Артур Иннокентьевич","Арту́р Инноке́нтьевич Пахо́мов (16 февраля 1954, Антоновка — 14 октября 2020[1]) — советский и российский тренер по боксу. Старший тренер якутских ШВСМ и РСДЮСШ, главный тренер сборной команды Якутии, личный тренер таких титулованных российских боксёров, как Георгий Балакшин и Василий Егоров. Заслуженный тренер России (2001).",Артур Иннокентьевич Пахомов,16 февраля 1954(1954-02-16),"Антоновка, СССР"
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%BE%D1%82%D0%BA%D0%B8%D0%BD,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Плоткин, Михаил Владимирович","Михаи́л Влади́мирович Пло́ткин (чаще Миша Плоткин[1][2]; 20 апреля[3] 1944, Москва — 1 мая 2021, Москва) — советский музыкальный администратор, российский продюсер. Администратор вокально-инструментальных ансамблей (ВИА) «Весёлые ребята», «Самоцветы», «Лейся, песня» (также сооснователь), основатель и художественный руководитель ВИА «Надежда».",Михаил Владимирович Плоткин,"Москва, РСФСР, СССР",1 мая 2021(2021-05-01) (77 лет)
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Плотников, Борис Григорьевич","Бори́с Григо́рьевич Пло́тников (2 апреля 1949, Невьянск, Свердловская область — 2 декабря 2020, Москва) — советский и российский актёр театра и кино, театральный педагог, артист дубляжа. Народный артист Российской Федерации (1998)[1].",Борис Григорьевич Плотников,"Невьянск, Свердловская область, РСФСР, СССР",2 декабря 2020(2020-12-02) (71 год)
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%80%D1%91%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Пономарёв, Юрий Иванович","Юрий Иванович Пономарёв (10 июля 1946, Петрозаводск — 29 октября 2020, Петрозаводск[1]	) — советский, российский хозяйственный и политический деятель, член Совета Федерации Федерального Собрания РФ (2001—2002), Заслуженный работник народного хозяйства Республики Карелия (2001).",,,"10 июля 1946(1946-07-10)Петрозаводск, Карело-Финская ССР, СССР"
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D0%B0%D0%BF%D0%BE%D0%B2,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Потапов, Леонид Васильевич","Леони́д Васи́льевич Пота́пов (4 июля 1935, пос. Уакит, Баунтовский аймак, Бурят-Монгольская АССР, РСФСР, СССР — 12 ноября 2020, Улан-Удэ, Бурятия, Россия) — советский и российский государственный и политический деятель. Первый Президент Республики Бурятия с 8 июля 1994 по 10 июля 2007. Помощник руководителя Администрации Президента России с 2007 по 2009. Ведущий научный сотрудник отдела региональных социально-экономических исследований Бурятского научного центра СО РАН с 2009.",,"должность учреждена, он сам как Председатель Верховного Совета Республики Бурятия",Вячеслав Наговицын
"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D0%B0%D1%88%D1%91%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Поташёв, Борис Иванович","Борис Иванович Поташёв (3 ноября 1947 — 1 ноября 2020, Петрозаводск[2]) — советский футболист, нападающий, ветеран карельского футбола, тренер[3]. В 1970 году выступал за московский ЦСКА, который в том сезоне стал чемпионом СССР. Привлекался на товарищеские матчи сборной РСФСР[4].",Борис Иванович Поташёв,"1 ноября 2020(2020-11-01) (72 года)Петрозаводск, Россия",СССР
"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87","Принц, Виктор Яковлевич","Ви́ктор Я́ковлевич Принц (21 апреля 1950, Тавда, Свердловская область[1] — 24 июня 2021, Новосибирск, Новосибирская область[2]) — советский и российский физик, доктор физико-математических наук (2005), член-корреспондент РАН (2019)[5][6]. Специалист в области полупроводников и нанотехнологий. Занимался вопросами диагностики и контроля качества многослойных структур[5]. Разработал технологию создания трёхмерных наноструктур из планарных гетероструктур[7], состоящих из полупроводников, металлов, диэлектриков[8] и двумерных материалов. Инициировал работы по созданию самоформирующихся массивов трёхмерных наноструктур: монокристаллических нанонитей и нанокристаллов со встроенными металлическими наноиглами[5][9].",21 апреля 1950(1950-04-21),24 июня 2021(2021-06-24) (71 год),СССР→ Россия
"https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%86%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0","Проценко, Татьяна Анатольевна","Татья́на Анато́льевна Проце́нко (в замужестве Войтюк; 8 апреля 1968[1], Москва — 19 мая 2021, Москва) — советская актриса, известная по роли Мальвины в фильме «Приключения Буратино» (1975).",Татьяна Анатольевна Проценко,"Москва, СССР",19 мая 2021(2021-05-19) (53 года)
"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87","Радов, Александр Георгиевич","Алекса́ндр Гео́ргиевич Ра́дов (Вельш) (23 июля 1940 (1940-07-23), Ленинград — 16 апреля 2020, Москва) — советский и российский кинорежиссёр, сценарист, продюсер, журналист. Академик Международной академии телевидения и радио, член Союза писателей.",23 июля 1940(1940-07-23),16 апреля 2020(2020-04-16) (79 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D1%82%D0%BE%D1%80%D0%B3%D1%83%D0%B5%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Расторгуев, Валерий Николаевич","Вале́рий Никола́евич Расторгу́ев (8 сентября 1949, Калинин, СССР — 6 июля 2021, Москва, Россия [1]) — советский и российский философ и политолог.",8 сентября 1949(1949-09-08),6 июля 2021(2021-07-06) (71 год),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BC%D0%B1%D0%B5%D0%B7%D0%B0,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Рембеза, Станислав Иванович","Станислав Иванович Рембеза (14 октября 1939, Воронеж — 29 октября 2020[1], там же) — российский учёный в области физики полупроводников, доктор физико-математических наук (1980), профессор (1983), заслуженный деятель науки РФ.",13 октября 1939(1939-10-13),29 октября 2020(2020-10-29) (81 год),"Воронеж, Россия"
"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%B0%D1%87%D1%91%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Рогачёв, Михаил Борисович",Премия фонда имени Д. С. Лихачева (2013),29 сентября 1952(1952-09-29),3 января 2021(2021-01-03) (68 лет),"Санкт-Петербург, Россия"
"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%98%D0%BE%D1%81%D0%B8%D1%84_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Романовский, Иосиф Владимирович","Романо́вский Ио́сиф Влади́мирович (10 декабря 1935, Ленинград — 24 февраля 2021, Санкт-Петербург) — советский и российский математик и программист, доктор физико-математических наук, профессор, заведующий кафедрой исследования операций математико-механического факультета СПбГУ. Автор большого количества научных публикаций и книг[1].",10 декабря 1935(1935-12-10),24 февраля 2021(2021-02-24) (85 лет),"СССР,  Россия"
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%B9%D0%BB%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Самойлов, Александр Владимирович","Александр Владимирович Самойлов (29 октября 1952, Кемерово — 9 декабря 2020, Москва) — советский и российский актёр театра и кино. Заслуженный артист Российской Федерации (1997)[1].",29 октября 1952(1952-10-29),9 декабря 2020(2020-12-09) (68 лет),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D0%BD%D0%B0%D1%80%D0%B4,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87","Севенард, Юрий Константинович","Ю́рий Константи́нович Севена́рд (29 июня 1935, Восточно-Казахстанская область — 23 июня 2021) — советский и российский гидростроитель, депутат Государственной думы Российской Федерации 1—2-го созывов.",29 июня 1935(1935-06-29),23 июня 2021(2021-06-23) (85 лет),"Одинцово, Московская область, Россия"
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Селезнев, Николай Николаевич","Никола́й Никола́евич Селезнев (18 мая 1971, Москва — 13 мая 2021, там же) — российский историк, востоковед, исследователь сирийской и арабо-христианской культур и специалист по истории и богословию Ассирийской церкви Востока. Доктор филологических наук, ведущий научный сотрудник института классического Востока и античности НИУ ВШЭ.",18 мая 1971(1971-05-18),13 мая 2021(2021-05-13) (49 лет),"Москва, Россия"
https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B0%D1%84%D0%B8%D0%BC_(%D0%93%D0%BB%D1%83%D1%88%D0%B0%D0%BA%D0%BE%D0%B2),Серафим (Глушаков),"Епи́скоп Серафи́м (в миру Фёдор Миха́йлович Глушако́в; 19 марта 1969, Караганда, Казахская ССР — 9 июня 2020, Самара) — епископ Русской православной церкви на покое[1], бывший епископ Анадырский и Чукотский (2011—2015).",30 мая 2011 — 24 декабря 2015,Никодим (Чибисов),Матфей (Копылов)
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B4%D0%BE%D1%80%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Сидоров, Валентин Михайлович","Валенти́н Миха́йлович Си́доров (5 мая 1928, д. Сорокопенье, Тверская губерния — 9 января 2021[1], Москва) — советский, российский художник-живописец, мастер пейзажа, педагог. Член Президиума РАХ (1988—2009). Академик АХ СССР (1988; член-корреспондент 1975). Народный художник СССР (1988). Народный художник Украины (2004). Лауреат Государственной премии СССР (1984), Государственной премии РСФСР имени И. Е. Репина (1974) и Государственной премий Российской Федерации (1997).",5 мая 1928(1928-05-05),9 января 2021(2021-01-09) (92 года),"Москва, Российская Федерация"
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D1%87%D1%83%D0%BA,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Сильчук, Геннадий Викторович","Геннадий Викторович Сильчук (Жаров) (13 июня 1949 — 20 июля 2021, Москва) — советский и российский певец, автор песен в жанре русский шансон.",Геннадий Викторович Сильчук,"Москва, Московская область, СССР",20 июля 2021(2021-07-20) (72 года)
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B4%D0%B0%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%A5%D0%B0%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87","Синдаловский, Григорий Хаимович",Григо́рий Ха́имович Синдало́вский (7 февраля 1928 (1928-02-07) — 7 апреля 2020) — советский и российский математик.,7 февраля 1928(1928-02-07),7 апреля 2020(2020-04-07) (92 года),"Москва, Россия"
"https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D1%8F%D0%BA%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Синякин, Сергей Николаевич",Международная литературная премия в области фантастики имени Аркадия и Бориса Стругацких (2000),18 мая 1953(1953-05-18),24 ноября 2020(2020-11-24) (67 лет),СССР Россия
"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B5%D0%BF%D1%83%D1%82%D0%B0%D1%82)","Смирнов, Александр Александрович (депутат)","Александр Александрович Смирнов (26 апреля 1958, Коканд, Ферганская область — 21 июля 2021, Кисловодск, Ставропольский край) — российский политик, депутат Государственной думы 6 созыва (фракция ЛДПР), бывший вице-губернатор Петербурга.","26 апреля 1958(1958-04-26)Коканд, Ферганская область, Узбекская ССР, СССР",ЛДПР,Санкт-Петербургский военно-морской институт
"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%BE%D1%80%D1%87%D0%BA%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87","Сморчков, Николай Гаврилович","Николай Гаврилович Сморчков (9 августа 1930, село Иваньково, Ивановская область, СССР — 5 марта 2021[1], Москва, Россия) — советский и российский киноактёр.",Николай Гаврилович Сморчков,"Иваньково (Ивановская область), СССР",6 марта 2021(2021-03-06) (90 лет)
"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87","Стефанович, Александр Борисович","Алекса́ндр Бори́сович Стефано́вич (13 декабря 1944, Ленинград — 13 июля 2021[1], Москва) — советский и российский кинорежиссёр, писатель, сценарист, актёр, заслуженный деятель искусств Российской Федерации (2003)[2].",Александр Борисович Стефанович,"Ленинград, РСФСР, СССР",13 июля 2021(2021-07-13)[1] (76 лет)
